product_a,product_a_label,product_b,product_b_label,similarity,shared_attributes,shared_attribute_nodes
PRODUCT:5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,PRODUCT:5616,TUBO DE ENSAYO T/ROSCA 20*125 PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5575,TUBO DE ENSAYO T/ROSCA 20*150MM - PYREX,PRODUCT:5616,TUBO DE ENSAYO T/ROSCA 20*125 PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5464,BOLSAS ZIPLOC 9*14*  (BLS100),PRODUCT:5465,BOLSAS ZIPLOC 7*10 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5464,BOLSAS ZIPLOC 9*14*  (BLS100),PRODUCT:5466,BOLSAS ZIPLOC 5*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5464,BOLSAS ZIPLOC 9*14*  (BLS100),PRODUCT:5591,BOLSAS ZIPLOC 10*15* (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5464,BOLSAS ZIPLOC 9*14*  (BLS100),PRODUCT:5592,BOLSAS ZIPLOC 4*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5465,BOLSAS ZIPLOC 7*10 (BLS100),PRODUCT:5466,BOLSAS ZIPLOC 5*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,PRODUCT:5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO.,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|FEATURE:IMPORTADO|CAPACITY:125ML
PRODUCT:5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,PRODUCT:5052,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,1.0,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,PRODUCT:5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,1.0,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5490,VASO GRADUADO DE PLASTICO 500ML,PRODUCT:5587,VASO DE PLASTICO GRADUADO ALTO RELIEVE 500ML ISOLAB,1.0,3,MATERIAL:PLASTICO|CAPACITY:500ML|FEATURE:GRADUADO
PRODUCT:5052,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,PRODUCT:5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,1.0,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5083,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),PRODUCT:5403,MATRAZ ERLENMEYER DE VIDRIO 1L,1.0,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5084,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),PRODUCT:5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5083,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),PRODUCT:5590,FIOLA 1L VIDRIO,1.0,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5084,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),PRODUCT:5605,MATRAZ CON PICO KITAZATO DE VIDRIO 500ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),PRODUCT:5515,FIOLA DE VIDRIO 250ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5515,FIOLA DE VIDRIO 250ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,1.0,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5097,BURETA DE VIDRIO GRADUADO DE 25 ML CON LLAVE DE VIDRIO,PRODUCT:5514,PIPETA SEREOLOGICA GRADUADA VIDRIO 25ML,1.0,3,MATERIAL:VIDRIO|FEATURE:GRADUADO|CAPACITY:25ML
PRODUCT:5156,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,PRODUCT:5398,FRASCO VIDRIO AMBAR 30ML B18 C/TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:30ML|TYPE:FRASCO|MOUTH_SIZE:18MM
PRODUCT:5103,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),PRODUCT:5303,TUBO DE ENSAYO DE VIDRIO 13*100MM (bx250u),1.0,2,MATERIAL:VIDRIO|TYPE:TUBO
PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,PRODUCT:5515,FIOLA DE VIDRIO 250ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,PRODUCT:5400,GOTERO  VIDRIO AMBAR 30ML TAPA METALIZADA DORADA Y CHUPON,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:30ML
PRODUCT:5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,PRODUCT:5605,MATRAZ CON PICO KITAZATO DE VIDRIO 500ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,1.0,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,1.0,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5152,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,PRODUCT:5576,FRASCO VIDRIO AMBAR 5ML B18 TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:5ML|TYPE:FRASCO|MOUTH_SIZE:18MM
PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,1.0,4,TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|MOUTH_SIZE:20MM
PRODUCT:5150,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,PRODUCT:5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|CAPACITY:15ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5155,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18,PRODUCT:5397,FRASCO VIDRIO AMBAR 20ML B18 C/TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:20ML|TYPE:FRASCO|MOUTH_SIZE:18MM
PRODUCT:5154,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,PRODUCT:5378,FRASCO VIDRIO AMBAR 15ML B18 TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:15ML|TYPE:FRASCO|MOUTH_SIZE:18MM
PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,1.0,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5403,MATRAZ ERLENMEYER DE VIDRIO 1L,PRODUCT:5590,FIOLA 1L VIDRIO,1.0,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,1.0,6,MATERIAL:VIDRIO|CAPACITY:50ML|TYPE:FRASCO|SUBTYPE:ATOMIZADOR|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5157,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,PRODUCT:5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:50ML|TYPE:FRASCO|MOUTH_SIZE:18MM
PRODUCT:5591,BOLSAS ZIPLOC 10*15* (BLS100),PRODUCT:5592,BOLSAS ZIPLOC 4*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5066,PISETA 500 ML,PRODUCT:5568,CEPILLO DE LIMPIEZA PARA PROBETA DE 500ML,1.0,2,TYPE:ACCESORIO|CAPACITY:500ML
PRODUCT:5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,PRODUCT:5188,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,PRODUCT:5575,TUBO DE ENSAYO T/ROSCA 20*150MM - PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5468,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL,PRODUCT:5585,FRASCO VIDRIO AZUL 30ML B/18 TAPA ESPRAY,1.0,5,MATERIAL:VIDRIO|CAPACITY:30ML|TYPE:FRASCO|MOUTH_SIZE:18MM|COLOR:AZUL
PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,1.0,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,PRODUCT:5393,FRASCO PET BLANCO 60ML C/TAPA FLIP TOP N20,1.0,5,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,1.0,4,COLOR:BLANCO|TYPE:POTE|MATERIAL:PLASTICO|CAPACITY:100GR
PRODUCT:5275,SOLO TAPA PRESS N28.,PRODUCT:5344,TAPA FLIT TOP B28,1.0,2,TYPE:TAPA|MOUTH_SIZE:28MM
PRODUCT:5275,SOLO TAPA PRESS N28.,PRODUCT:5573,TAPA PILFER N°28,1.0,2,TYPE:TAPA|MOUTH_SIZE:28MM
PRODUCT:5344,TAPA FLIT TOP B28,PRODUCT:5573,TAPA PILFER N°28,1.0,2,TYPE:TAPA|MOUTH_SIZE:28MM
PRODUCT:5196,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,PRODUCT:5606,TUBO COLAPSIBLE 100ML BLANCO C/TAPA,1.0,3,CAPACITY:100ML|COLOR:BLANCO|TYPE:TUBO
PRODUCT:5479,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,PRODUCT:5480,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,1.0,3,CAPACITY:10ML|MATERIAL:PLASTICO|COLOR:NATURAL
PRODUCT:5513,TUBO ENSAYO PYREX 13*100 (BX250) 10ml,PRODUCT:5607,TUBO PARA BRILLO LABIAL 10ML GLOSS,1.0,2,CAPACITY:10ML|TYPE:TUBO
PRODUCT:5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON,PRODUCT:5478,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|CAPACITY:250ML|COLOR:TRANSPARENTE|MATERIAL:PET
PRODUCT:5563,FRASCO PET AMBAR 60ML CON TAPA Y TAPON B28,PRODUCT:5601,FRASCO PET AMBAR 60ML CON TAPA MINIGATILLO B28,1.0,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET
PRODUCT:5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,PRODUCT:5549,GOTERO VIDRIO AMBAR 100ML TAPA METALIZADA DORADA Y CHUPON,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:100ML
PRODUCT:5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,PRODUCT:5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,PRODUCT:5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,PRODUCT:6514,GOTERO VIDRIO AMBAR 20ML TAPA METALIZADA DORADA Y CHUPON,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:20ML
PRODUCT:5188,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,PRODUCT:5575,TUBO DE ENSAYO T/ROSCA 20*150MM - PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5465,BOLSAS ZIPLOC 7*10 (BLS100),PRODUCT:5591,BOLSAS ZIPLOC 10*15* (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5188,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,PRODUCT:5616,TUBO DE ENSAYO T/ROSCA 20*125 PYREX,1.0,2,SUBTYPE:ROSCA|TYPE:TUBO
PRODUCT:5065,PISETA 250ML,PRODUCT:5567,CEPILLO DE LIMPIEZA PARA PROBETA DE 250ML,1.0,2,CAPACITY:250ML|TYPE:ACCESORIO
PRODUCT:5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,PRODUCT:5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5327,FRASCO PET 1LT TRANSPARENTE C/TAPA Y TAPON N28.,PRODUCT:5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:1L
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:30ML
PRODUCT:5070,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28,PRODUCT:5216,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|CAPACITY:60ML|COLOR:TRANSPARENTE|MATERIAL:PET
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5400,GOTERO  VIDRIO AMBAR 30ML TAPA METALIZADA DORADA Y CHUPON,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:30ML
PRODUCT:5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,PRODUCT:5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,PRODUCT:5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,PRODUCT:5550,GOTERO VIDRIO AMBAR 50ML TAPA METALIZADA DORADA Y CHUPON,1.0,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:50ML
PRODUCT:5466,BOLSAS ZIPLOC 5*8 (BLS100),PRODUCT:5591,BOLSAS ZIPLOC 10*15* (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5466,BOLSAS ZIPLOC 5*8 (BLS100),PRODUCT:5592,BOLSAS ZIPLOC 4*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5465,BOLSAS ZIPLOC 7*10 (BLS100),PRODUCT:5592,BOLSAS ZIPLOC 4*8 (BLS100),1.0,2,TYPE:BOLSA|SUBTYPE:ZIPLOC
PRODUCT:5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,PRODUCT:5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,1.0,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,PRODUCT:5523,GOTERO VIDRIO AMBAR 15ML B18 C/TAPA Y CHUPON C/SEGURO,0.8598,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:15ML
PRODUCT:5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,PRODUCT:5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,0.8558,6,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|ACCESSORY:GATILLO
PRODUCT:5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,PRODUCT:5552,CREMERO SIMPLE 30GR C/ TAPA Y LAINA NEGRO,0.854,5,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA|CAPACITY:30GR|COLOR:NEGRO
PRODUCT:5116,FRASCO VIDRIO TRANSPARENTE TUBULAR 15ML CON TAPA BAQUELITA N18,PRODUCT:5150,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,0.8417,5,MATERIAL:VIDRIO|CAPACITY:15ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5149,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,PRODUCT:5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,0.8417,5,MATERIAL:VIDRIO|CAPACITY:10ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5116,FRASCO VIDRIO TRANSPARENTE TUBULAR 15ML CON TAPA BAQUELITA N18,PRODUCT:5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,0.8417,5,MATERIAL:VIDRIO|CAPACITY:15ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,PRODUCT:5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,0.8387,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5609,FRASCO VIDRIO TRANSPARENTE 100ML TAPA SPRAY METALIZADA,0.8366,5,MATERIAL:VIDRIO|CAPACITY:100ML|TYPE:FRASCO|SUBTYPE:ATOMIZADOR|COLOR:TRANSPARENTE
PRODUCT:5119,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,PRODUCT:5334,BOTELLA PET TRANSPARENTE 500ML B28 SIN TAPA,0.8327,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:500ML
PRODUCT:5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.8321,5,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|FEATURE:IMPORTADO|CAPACITY:250ML
PRODUCT:5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.8321,5,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|FEATURE:IMPORTADO|CAPACITY:500ML
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,0.8313,5,MATERIAL:VIDRIO|CAPACITY:50ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,PRODUCT:5564,FRASCO PET BLANCO 60ML C/TAPA SPRAY N20,0.8313,5,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,PRODUCT:5553,FRASCO PET BLANCO 60ML C/TAPA DISPENSADOR N20,0.8313,5,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5286,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24,PRODUCT:5310,FRASCO PET TRANSPARENTE 250ML C/TAPA PRESS N24,0.8313,5,TYPE:FRASCO|CAPACITY:250ML|COLOR:TRANSPARENTE|MATERIAL:PET|MOUTH_SIZE:24MM
PRODUCT:5121,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,PRODUCT:5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,0.8313,5,CAPACITY:30ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,0.8313,5,MATERIAL:VIDRIO|CAPACITY:100ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,0.8313,5,MATERIAL:VIDRIO|CAPACITY:50ML|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:18MM
PRODUCT:5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,0.8313,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0.8313,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,PRODUCT:5327,FRASCO PET 1LT TRANSPARENTE C/TAPA Y TAPON N28.,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:1L
PRODUCT:5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,PRODUCT:5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:1L
PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,PRODUCT:5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
