source,target,relation,weight,evidence
PRODUCT:5165,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5165,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5165,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5165,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5165,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5166,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5166,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON
PRODUCT:5167,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,COLOR:AMBAR,HAS_COLOR,0.94,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5167,CAPACITY:50GR,HAS_CAPACITY,0.95,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,COLOR:AMBAR,HAS_COLOR,0.94,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5168,CAPACITY:100GR,HAS_CAPACITY,0.95,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA
PRODUCT:5169,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5169,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5169,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5169,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5169,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5169,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28
PRODUCT:5170,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5170,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5170,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5170,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5170,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5170,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28
PRODUCT:5171,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5171,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5171,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5171,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5171,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5171,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28
PRODUCT:5172,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,CAPACITY:125ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5172,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28
PRODUCT:5173,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5173,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5173,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5173,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5173,CAPACITY:60ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5173,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28
PRODUCT:5174,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL
PRODUCT:5174,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL
PRODUCT:5174,MATERIAL:METAL,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL
PRODUCT:5174,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL
PRODUCT:5174,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL
PRODUCT:5175,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5175,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28
PRODUCT:5176,TYPE:POTE,HAS_TYPE,0.92,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5176,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5176,MATERIAL:METAL,HAS_MATERIAL,0.94,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5176,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5176,CAPACITY:240GR,HAS_CAPACITY,0.95,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5176,MOUTH_SIZE:63MM,HAS_MOUTH_SIZE,0.92,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN
PRODUCT:5177,TYPE:POTE,HAS_TYPE,0.92,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5177,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5177,MATERIAL:METAL,HAS_MATERIAL,0.94,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5177,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5177,CAPACITY:212GR,HAS_CAPACITY,0.95,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5177,MOUTH_SIZE:63MM,HAS_MOUTH_SIZE,0.92,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63
PRODUCT:5178,TYPE:POTE,HAS_TYPE,0.92,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5178,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5178,MATERIAL:METAL,HAS_MATERIAL,0.94,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5178,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5178,CAPACITY:200ML,HAS_CAPACITY,0.95,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5178,MOUTH_SIZE:63MM,HAS_MOUTH_SIZE,0.92,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63
PRODUCT:5179,TYPE:POTE,HAS_TYPE,0.92,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5179,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5179,MATERIAL:METAL,HAS_MATERIAL,0.94,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5179,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5179,CAPACITY:100GR,HAS_CAPACITY,0.95,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5179,MOUTH_SIZE:53MM,HAS_MOUTH_SIZE,0.92,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53
PRODUCT:5180,TYPE:POTE,HAS_TYPE,0.92,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5180,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5180,MATERIAL:METAL,HAS_MATERIAL,0.94,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5180,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5180,CAPACITY:30GR,HAS_CAPACITY,0.95,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5180,MOUTH_SIZE:43MM,HAS_MOUTH_SIZE,0.92,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN
PRODUCT:5181,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5181,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5181,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5181,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5181,COLOR:PLATEADO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5181,CAPACITY:50GR,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA
PRODUCT:5182,TYPE:TAPA,HAS_TYPE,0.9,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA
PRODUCT:5182,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA
PRODUCT:5182,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA
PRODUCT:5182,COLOR:BLANCO,HAS_COLOR,0.94,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA
PRODUCT:5182,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA
PRODUCT:5183,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,SUBTYPE:ATOMIZADOR,HAS_SUBTYPE,0.95,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,CAPACITY:50ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5183,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,SUBTYPE:ATOMIZADOR,HAS_SUBTYPE,0.95,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,CAPACITY:50ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5184,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18
PRODUCT:5185,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON
PRODUCT:5185,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON
PRODUCT:5185,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON
PRODUCT:5185,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON
PRODUCT:5185,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON
PRODUCT:5186,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON
PRODUCT:5186,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON
PRODUCT:5186,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON
PRODUCT:5186,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON
PRODUCT:5186,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON
PRODUCT:5187,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,EMBUDO VIDRIO 60MM
PRODUCT:5188,TYPE:TUBO,HAS_TYPE,0.9,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX
PRODUCT:5188,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX
PRODUCT:5189,CAPACITY:150ML,HAS_CAPACITY,0.95,MECHERO DE ALCOHOL 150ML
PRODUCT:5190,CAPACITY:250ML,HAS_CAPACITY,0.95,MECHERO DE ALCOHOL 250ML
PRODUCT:5192,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,SUBTYPE:CAMPANA,HAS_SUBTYPE,0.94,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,CAPACITY:300ML,HAS_CAPACITY,0.95,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5192,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..
PRODUCT:5193,TYPE:TUBO,HAS_TYPE,0.9,TUBO COLAPSIBLE BLANCO 30ML C/TAPA
PRODUCT:5193,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO COLAPSIBLE BLANCO 30ML C/TAPA
PRODUCT:5193,COLOR:BLANCO,HAS_COLOR,0.94,TUBO COLAPSIBLE BLANCO 30ML C/TAPA
PRODUCT:5193,CAPACITY:30ML,HAS_CAPACITY,0.95,TUBO COLAPSIBLE BLANCO 30ML C/TAPA
PRODUCT:5194,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,SUBTYPE:ESMALTE,HAS_SUBTYPE,0.92,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,ACCESSORY:BROCHA,HAS_ACCESSORY,0.92,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5194,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA
PRODUCT:5195,TYPE:TUBO,HAS_TYPE,0.9,TUBO COLAPSIBLE BLANCO 60ML C/TAPA
PRODUCT:5195,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO COLAPSIBLE BLANCO 60ML C/TAPA
PRODUCT:5195,COLOR:BLANCO,HAS_COLOR,0.94,TUBO COLAPSIBLE BLANCO 60ML C/TAPA
PRODUCT:5195,CAPACITY:60ML,HAS_CAPACITY,0.95,TUBO COLAPSIBLE BLANCO 60ML C/TAPA
PRODUCT:5196,TYPE:TUBO,HAS_TYPE,0.9,TUBO COLAPSIBLE BLANCO 100ML C/TAPA
PRODUCT:5196,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO COLAPSIBLE BLANCO 100ML C/TAPA
PRODUCT:5196,COLOR:BLANCO,HAS_COLOR,0.94,TUBO COLAPSIBLE BLANCO 100ML C/TAPA
PRODUCT:5196,CAPACITY:100ML,HAS_CAPACITY,0.95,TUBO COLAPSIBLE BLANCO 100ML C/TAPA
PRODUCT:5197,TYPE:TUBO,HAS_TYPE,0.9,TUBO COLAPSIBLE BLANCO 120ML C/TAPA
PRODUCT:5197,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO COLAPSIBLE BLANCO 120ML C/TAPA
PRODUCT:5197,COLOR:BLANCO,HAS_COLOR,0.94,TUBO COLAPSIBLE BLANCO 120ML C/TAPA
PRODUCT:5197,CAPACITY:120ML,HAS_CAPACITY,0.95,TUBO COLAPSIBLE BLANCO 120ML C/TAPA
PRODUCT:5198,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5198,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5198,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5198,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5198,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5198,CAPACITY:15GR,HAS_CAPACITY,0.95,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA
PRODUCT:5199,TYPE:ACCESORIO,HAS_TYPE,0.88,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA
PRODUCT:5199,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA
PRODUCT:5199,ACCESSORY:REJILLA,HAS_ACCESSORY,0.88,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA
PRODUCT:5199,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA
PRODUCT:5199,CAPACITY:70GR,HAS_CAPACITY,0.95,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA
PRODUCT:5200,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET BOLON 400ML TRANSPARENTE C/TAPA ESPRAY PISTOLA N28
