source,target,relation,weight,evidence
PRODUCT:5248,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5248,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5248,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5248,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5248,CAPACITY:100ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5248,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18
PRODUCT:5249,TYPE:ATOMIZADOR,HAS_TYPE,0.92,SOLO MINI TRIGGER NEGRO B28
PRODUCT:5249,ACCESSORY:GATILLO,HAS_ACCESSORY,0.9,SOLO MINI TRIGGER NEGRO B28
PRODUCT:5249,COLOR:NEGRO,HAS_COLOR,0.94,SOLO MINI TRIGGER NEGRO B28
PRODUCT:5249,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,SOLO MINI TRIGGER NEGRO B28
PRODUCT:5250,TYPE:TUBO,HAS_TYPE,0.9,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5250,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5250,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5250,SHAPE:CONICO,HAS_SHAPE,0.88,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5250,FEATURE:NO_ESTERIL,HAS_FEATURE,0.88,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5250,CAPACITY:15ML,HAS_CAPACITY,0.95,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL
PRODUCT:5252,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5252,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5252,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5252,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5252,COLOR:TRANSPARENTE,HAS_COLOR,0.94,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5252,CAPACITY:100ML,HAS_CAPACITY,0.95,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON
PRODUCT:5253,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5253,SUBTYPE:ATOMIZADOR,HAS_SUBTYPE,0.95,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5253,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5253,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5253,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5253,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28
PRODUCT:5254,TYPE:POTE,HAS_TYPE,0.92,POTE ACRILICO 5GR C/TAPA ROSCA
PRODUCT:5254,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,POTE ACRILICO 5GR C/TAPA ROSCA
PRODUCT:5254,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE ACRILICO 5GR C/TAPA ROSCA
PRODUCT:5254,MATERIAL:ACRILICO,HAS_MATERIAL,0.94,POTE ACRILICO 5GR C/TAPA ROSCA
PRODUCT:5254,CAPACITY:5GR,HAS_CAPACITY,0.95,POTE ACRILICO 5GR C/TAPA ROSCA
PRODUCT:5255,TYPE:CREMERO,HAS_TYPE,0.94,VASELINERO 7GR
PRODUCT:5255,CAPACITY:7GR,HAS_CAPACITY,0.95,VASELINERO 7GR
PRODUCT:5256,TYPE:ACCESORIO,HAS_TYPE,0.88,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA
PRODUCT:5256,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA
PRODUCT:5256,ACCESSORY:REJILLA,HAS_ACCESSORY,0.88,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA
PRODUCT:5256,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA
PRODUCT:5256,CAPACITY:140GR,HAS_CAPACITY,0.95,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA
PRODUCT:5257,TYPE:POTE,HAS_TYPE,0.92,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5257,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5257,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5257,MATERIAL:PET,HAS_MATERIAL,0.94,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5257,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5257,CAPACITY:250GR,HAS_CAPACITY,0.95,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA
PRODUCT:5258,CAPACITY:5ML,HAS_CAPACITY,0.95,PIPETAS PASTEUR ESTRILES 5ML (BLS100)
PRODUCT:5259,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0
PRODUCT:5259,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0
PRODUCT:5259,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0
PRODUCT:5259,COLOR:AZUL,HAS_COLOR,0.94,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0
PRODUCT:5259,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0
PRODUCT:5260,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5260,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON
PRODUCT:5261,TYPE:TAPA,HAS_TYPE,0.9,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5261,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5261,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5261,COLOR:BLANCO,HAS_COLOR,0.94,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5261,CAPACITY:5ML,HAS_CAPACITY,0.95,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5261,MOUTH_SIZE:15MM,HAS_MOUTH_SIZE,0.92,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15
PRODUCT:5262,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5262,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5262,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5262,COLOR:BLANCO,HAS_COLOR,0.94,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5262,CAPACITY:10ML,HAS_CAPACITY,0.95,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5262,MOUTH_SIZE:15MM,HAS_MOUTH_SIZE,0.92,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15
PRODUCT:5263,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5263,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5263,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5263,COLOR:BLANCO,HAS_COLOR,0.94,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5263,CAPACITY:7ML,HAS_CAPACITY,0.95,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5263,MOUTH_SIZE:15MM,HAS_MOUTH_SIZE,0.92,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15
PRODUCT:5264,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML
PRODUCT:5264,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML
PRODUCT:5264,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML
PRODUCT:5264,COLOR:AZUL,HAS_COLOR,0.94,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML
PRODUCT:5264,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML
PRODUCT:5265,FEATURE:GRADUADO,HAS_FEATURE,0.9,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS
PRODUCT:5265,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS
PRODUCT:5265,CAPACITY:5ML,HAS_CAPACITY,0.95,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS
PRODUCT:5270,COLOR:VERDE,HAS_COLOR,0.94,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML
PRODUCT:5270,CAPACITY:10ML,HAS_CAPACITY,0.95,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML
PRODUCT:5272,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PROBADOR PLASTICO 10ML ESPRAY COLORES
PRODUCT:5272,CAPACITY:10ML,HAS_CAPACITY,0.95,PROBADOR PLASTICO 10ML ESPRAY COLORES
PRODUCT:5273,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,CAPACITY:10ML,HAS_CAPACITY,0.95,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5273,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON
PRODUCT:5274,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,CAPACITY:30ML,HAS_CAPACITY,0.95,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5274,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON
PRODUCT:5275,TYPE:TAPA,HAS_TYPE,0.9,SOLO TAPA PRESS N28.
PRODUCT:5275,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,SOLO TAPA PRESS N28.
PRODUCT:5275,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,SOLO TAPA PRESS N28.
PRODUCT:5276,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,FEATURE:IMPORTADO,HAS_FEATURE,0.8,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,COLOR:BLANCO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5276,CAPACITY:30GR,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA
PRODUCT:5277,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5277,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5277,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5277,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5277,COLOR:BLANCO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5277,CAPACITY:60GR,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL
PRODUCT:5278,TYPE:ACCESORIO,HAS_TYPE,0.9,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5278,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5278,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5278,COLOR:BLANCO,HAS_COLOR,0.94,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5278,CAPACITY:19GR,HAS_CAPACITY,0.95,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5278,MOUTH_SIZE:20MM,HAS_MOUTH_SIZE,0.92,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20
PRODUCT:5279,TYPE:ACCESORIO,HAS_TYPE,0.9,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5279,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5279,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5279,COLOR:BLANCO,HAS_COLOR,0.94,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5279,CAPACITY:12GR,HAS_CAPACITY,0.95,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5279,MOUTH_SIZE:20MM,HAS_MOUTH_SIZE,0.92,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20
PRODUCT:5280,TYPE:ACCESORIO,HAS_TYPE,0.9,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5280,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5280,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5280,COLOR:BLANCO,HAS_COLOR,0.94,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5280,CAPACITY:10GR,HAS_CAPACITY,0.95,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5280,MOUTH_SIZE:20MM,HAS_MOUTH_SIZE,0.92,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20
PRODUCT:5281,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,COLOR:TRANSPARENTE,HAS_COLOR,0.94,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5281,CAPACITY:5ML,HAS_CAPACITY,0.95,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON
PRODUCT:5282,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5282,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5282,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5282,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5282,CAPACITY:5ML,HAS_CAPACITY,0.95,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5282,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.
PRODUCT:5283,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5283,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5283,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5283,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5283,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5283,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.
PRODUCT:5284,TYPE:TAPA,HAS_TYPE,0.9,TAPON IMPORTADO B28
PRODUCT:5284,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TAPON IMPORTADO B28
PRODUCT:5284,FEATURE:IMPORTADO,HAS_FEATURE,0.8,TAPON IMPORTADO B28
PRODUCT:5284,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,TAPON IMPORTADO B28
PRODUCT:5285,TYPE:ATOMIZADOR,HAS_TYPE,0.92,SOLO MINI TRIGGER BLANCO B28
PRODUCT:5285,ACCESSORY:GATILLO,HAS_ACCESSORY,0.9,SOLO MINI TRIGGER BLANCO B28
PRODUCT:5285,COLOR:BLANCO,HAS_COLOR,0.94,SOLO MINI TRIGGER BLANCO B28
PRODUCT:5285,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,SOLO MINI TRIGGER BLANCO B28
PRODUCT:5286,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,SUBTYPE:ATOMIZADOR,HAS_SUBTYPE,0.95,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5286,MOUTH_SIZE:24MM,HAS_MOUTH_SIZE,0.92,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24
PRODUCT:5287,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA
PRODUCT:5287,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA
PRODUCT:5287,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA
PRODUCT:5287,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA
PRODUCT:5287,CAPACITY:50GR,HAS_CAPACITY,0.95,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA
PRODUCT:5288,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA
PRODUCT:5288,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA
PRODUCT:5288,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA
PRODUCT:5288,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA
PRODUCT:5288,CAPACITY:100GR,HAS_CAPACITY,0.95,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA
PRODUCT:5289,TYPE:TAPA,HAS_TYPE,0.9,TAPON PLASTICO IMPORTADO N28
PRODUCT:5289,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TAPON PLASTICO IMPORTADO N28
PRODUCT:5289,FEATURE:IMPORTADO,HAS_FEATURE,0.8,TAPON PLASTICO IMPORTADO N28
PRODUCT:5289,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,TAPON PLASTICO IMPORTADO N28
PRODUCT:5289,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,TAPON PLASTICO IMPORTADO N28
PRODUCT:5291,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON
PRODUCT:5291,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON
PRODUCT:5291,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON
PRODUCT:5291,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON
PRODUCT:5291,CAPACITY:3ML,HAS_CAPACITY,0.95,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON
PRODUCT:5292,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO ROLL-ON VIDRIO TRANSPARENTE 7ML C/TAPA Y TAPON
