product_id,product_name,best_supplier,reference_unit_cost,effective_unit_cost,bellman_ford_distance,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase,has_negative_edge
5092,PROBETA DE PLASTICO GRADUADA 10 ML,CORPORACION PROMELAB E.I.R.L.,1.999999,1.999994,-5e-06,5e-06,3e-06,12.0,1250.0,7,2026-03-19,True
5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,ENVIPLAST E.I.R.L.,0.9,0.899998,-2e-06,2e-06,2e-06,100.0,2050.0,9,2026-04-07,True
5361,FRASCO ESPARRAGUERO 370ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,1.769408,1.769406,-2e-06,2e-06,1e-06,108.0,823.0,2,2025-09-26,True
5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,ENVASES DEL PERU WILDOR EIRL,5.13623,5.136229,-1e-06,1e-06,0.0,55.0,823.0,4,2026-03-11,True
5367,FRASCO 4 ONZAS C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,1.280529,1.280528,-1e-06,1e-06,1e-06,300.0,823.0,3,2025-11-19,True
0002,ORTOPEDIA,MULTI SALUX E.I.R.L.,150.0,150.0,0.0,0.0,0.0,1.0,1.0,1,2025-06-21,False
0003,BOLSA 16*19 C/ASA *100UND,NEGOCIACIONES MANTARI E.I.R.L.,4.5,4.5,0.0,0.0,0.0,3.0,300.0,1,2025-08-26,False
0004,BOLSA 12*16 BCO ALFA *100UND,NEGOCIACIONES MANTARI E.I.R.L.,3.0,3.0,0.0,0.0,0.0,3.0,300.0,2,2025-12-01,False
0005,TEMPLE Y SELLADOR MAJESTAADARTICULOS DE FERRETERIA,GRUPO CARLITOS SOCIEDAD ANONIMA CERRADA - GRUPO CARLITOS S.A.C.,76.0,76.0,0.0,0.0,0.0,1.0,1.0,1,2026-04-28,False
0009,BOLSA 21*24,NEGOCIACIONES MANTARI E.I.R.L.,10.0,10.0,0.0,0.0,0.0,2.0,300.0,1,2025-12-01,False
5000,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,100.0,2050.0,6,2025-08-07,False
5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,0.85,0.85,0.0,0.0,0.0,100.0,2050.0,5,2025-07-24,False
5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,0.9,0.9,0.0,0.0,0.0,100.0,2050.0,4,2025-07-07,False
5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.6,1.6,0.0,0.0,0.0,100.0,2050.0,8,2025-09-02,False
5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJAFRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,QUESITO SA,2.8,2.8,0.0,0.0,0.0,22.0,850.0,1,2025-03-12,False
5009,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,ESNA MEDIC INVERSIONES S.A.C.,0.65,0.65,0.0,0.0,0.0,100.0,3650.0,2,2025-11-02,False
5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,COMERCIAL FERRETERA SARASARA S.A.C.,0.7,0.7,0.0,0.0,0.0,100.0,4424.0,1,2025-11-25,False
5013,FRASCO PARA RIMEL 5ML(9CM X 1CM) CON TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,2.0,2.0,0.0,0.0,0.0,100.0,4424.0,2,2025-12-15,False
5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,ENVIPLAST E.I.R.L.,0.36,0.36,0.0,0.0,0.0,500.0,2050.0,11,2026-04-08,False
5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLAFRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,QUESITO SA,3.78,3.78,0.0,0.0,0.0,23.0,850.0,1,2025-03-12,False
5017,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,ENVIPLAST E.I.R.L.,0.65,0.65,0.0,0.0,0.0,200.0,2050.0,5,2026-03-12,False
5020,FRASCO ESMALTE 5ML VIDRIO TRANSPARENTE CON BROCHA Y TAPA,ENVIPLAST E.I.R.L.,0.6,0.6,0.0,0.0,0.0,480.0,2050.0,12,2026-04-27,False
5022,FRASCO PET TRANSPARENTE ESPUMERO 150ML CON TAPA,ENVIPLAST E.I.R.L.,2.8,2.8,0.0,0.0,0.0,100.0,2050.0,3,2026-03-31,False
5023,FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,50.0,2050.0,4,2025-08-29,False
5024,FRASCO PET BLANCO ESPUMERO 150ML CON TAPA,ENVIPLAST E.I.R.L.,2.8,2.8,0.0,0.0,0.0,100.0,2050.0,3,2026-03-07,False
5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.62,0.62,0.0,0.0,0.0,500.0,4424.0,2,2026-01-28,False
5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,ENVIPLAST E.I.R.L.,0.68,0.68,0.0,0.0,0.0,50.0,2050.0,3,2025-08-01,False
5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.72,0.72,0.0,0.0,0.0,100.0,4424.0,1,2026-02-23,False
5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.68,0.68,0.0,0.0,0.0,50.0,4424.0,1,2026-01-13,False
5041,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.85,0.85,0.0,0.0,0.0,25.0,2050.0,2,2025-05-21,False
5047,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.85,0.85,0.0,0.0,0.0,1000.0,4424.0,4,2026-02-03,False
5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINAPOTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,QUESITO SA,2.8,2.8,0.0,0.0,0.0,1.0,850.0,1,2025-03-12,False
5050,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,COMERCIAL FERRETERA SARASARA S.A.C.,2.2,2.2,0.0,0.0,0.0,25.0,4424.0,1,2025-11-19,False
5052,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,1.8,1.8,0.0,0.0,0.0,50.0,2050.0,5,2025-08-23,False
5055,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GELFRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL,QUESITO SA,3.9,3.9,0.0,0.0,0.0,1.0,850.0,1,2025-03-12,False
5063,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro,ENVIPLAST E.I.R.L.,2.999997,2.999997,0.0,0.0,0.0,6.0,2050.0,1,2025-03-14,False
5068,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND),CORPORACION PROMELAB E.I.R.L.,0.09,0.09,0.0,0.0,0.0,500.0,1250.0,4,2025-11-24,False
5070,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28,ENVIPLAST E.I.R.L.,0.779992,0.779992,0.0,0.0,0.0,2000.0,2050.0,1,2025-04-14,False
5071,GOTERO PLASTICO 100ML COLOR NATURAL,VELARDE FLORES JENNY CARMEN,0.9086,0.9086,0.0,0.0,0.0,200.0,200.0,1,2025-04-16,False
5072,FRASCO YOGURT 1LT BLANCO CON TAPA 38MM,GENPLAST S.A.C.,0.944,0.944,0.0,0.0,0.0,1000.0,9200.0,1,2025-04-14,False
5073,FRASCO BULLET 75ML CON TAPA	ATOMIZADOR,GENPLAST S.A.C.,0.885,0.885,0.0,0.0,0.0,900.0,9200.0,1,2025-04-14,False
5075,POTE PLASTICO 500GR B110MM BLANCO CON TAPA,GENPLAST S.A.C.,2.124,2.124,0.0,0.0,0.0,500.0,9200.0,1,2025-04-14,False
5076,POTE PLASTICO BLANCO 250GR CON TAPA,GENPLAST S.A.C.,0.708,0.708,0.0,0.0,0.0,500.0,9200.0,1,2025-04-14,False
5080,GOTERO PLASTICO 5ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.2124,0.2124,0.0,0.0,0.0,500.0,9200.0,1,2025-04-29,False
5081,GOTERO PLASTICO 15ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.236,0.236,0.0,0.0,0.0,500.0,9200.0,1,2025-04-29,False
5098,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,ENVIPLAST E.I.R.L.,0.95,0.95,0.0,0.0,0.0,50.0,2050.0,2,2025-06-23,False
5099,PROBADOR PLASTICO 5ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,50.0,2050.0,4,2025-08-23,False
5104,MORTERO DE 100MM C/PILON,CORPORACION PROMELAB E.I.R.L.,10.0,10.0,0.0,0.0,0.0,3.0,1250.0,5,2025-07-05,False
5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,CORPORACION PROMELAB E.I.R.L.,15.0,15.0,0.0,0.0,0.0,1.0,1250.0,2,2025-07-31,False
5112,LENTES DE PROTECCION DE MARCO NEGRO,CORPORACION PROMELAB E.I.R.L.,2.5,2.5,0.0,0.0,0.0,1.0,1250.0,1,2025-04-28,False
5114,GRADILLA ACRILICA PARA 50 TUBOS,CORPORACION PROMELAB E.I.R.L.,10.0,10.0,0.0,0.0,0.0,12.0,1250.0,11,2026-03-06,False
5115,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,2.0,2.0,0.0,0.0,0.0,80.0,2050.0,5,2025-07-24,False
5116,FRASCO VIDRIO TRANSPARENTE TUBULAR 15ML CON TAPA BAQUELITA N18,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,30.0,2050.0,3,2025-07-21,False
5117,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,ENVIPLAST E.I.R.L.,1.1,1.1,0.0,0.0,0.0,40.0,2050.0,4,2025-07-21,False
5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,50.0,2050.0,3,2025-07-21,False
5119,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,ENVIPLAST E.I.R.L.,2.2,2.2,0.0,0.0,0.0,100.0,2050.0,3,2025-06-25,False
5120,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,100.0,2050.0,3,2025-08-07,False
5121,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,100.0,2050.0,4,2025-09-02,False
5126,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,CORPORACION PROMELAB E.I.R.L.,2.0,2.0,0.0,0.0,0.0,12.0,1250.0,9,2026-01-09,False
5128,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,BIO CHEMICALSS S.A.C.,1.5,1.5,0.0,0.0,0.0,100.0,500.0,3,2026-04-30,False
5133,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND),CORPORACION PROMELAB E.I.R.L.,15.0,15.0,0.0,0.0,0.0,5.0,1250.0,3,2025-11-03,False
5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,BIO CHEMICALSS S.A.C.,0.85,0.85,0.0,0.0,0.0,250.0,500.0,2,2025-10-15,False
5140,ASA DE SIEMBRA 1 UL/INOCULADOR AZUL (BOLSA 10 UND),CORPORACION PROMELAB E.I.R.L.,3.0,3.0,0.0,0.0,0.0,2.0,1250.0,2,2026-04-04,False
5143,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5145,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5147,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,25.0,2050.0,2,2026-04-01,False
5149,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5151,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5153,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.85,0.85,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5155,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.9,0.9,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5157,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,1.0,2050.0,1,2025-05-17,False
5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,50.0,2050.0,4,2025-08-25,False
5163,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,100.0,2050.0,4,2025-08-29,False
5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.5,2.5,0.0,0.0,0.0,100.0,2050.0,4,2025-08-08,False
5167,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,2.0,2.0,0.0,0.0,0.0,200.0,4424.0,4,2026-02-03,False
5179,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,ENVIPLAST E.I.R.L.,1.1,1.1,0.0,0.0,0.0,100.0,2050.0,8,2025-08-21,False
5180,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,200.0,2050.0,8,2026-03-02,False
5181,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,ENVIPLAST E.I.R.L.,2.5,2.5,0.0,0.0,0.0,25.0,2050.0,2,2025-08-04,False
5182,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,COMERCIAL FERRETERA SARASARA S.A.C.,1.0,1.0,0.0,0.0,0.0,70.0,4424.0,2,2025-11-28,False
5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,ENVIPLAST E.I.R.L.,2.8,2.8,0.0,0.0,0.0,50.0,2050.0,4,2025-07-21,False
5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,COMERCIAL FERRETERA SARASARA S.A.C.,2.8,2.8,0.0,0.0,0.0,650.0,4424.0,6,2026-02-13,False
5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,2.6,2.6,0.0,0.0,0.0,100.0,2050.0,2,2026-03-16,False
5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,2.9,2.9,0.0,0.0,0.0,100.0,4424.0,2,2026-01-14,False
5191,MORTERO DE 150MM C/PILON,CORPORACION PROMELAB E.I.R.L.,20.0,20.0,0.0,0.0,0.0,11.0,1250.0,4,2025-11-27,False
5193,TUBO COLAPSIBLE BLANCO 30ML C/TAPA,ENVIPLAST E.I.R.L.,1.3,1.3,0.0,0.0,0.0,50.0,2050.0,4,2025-08-12,False
5194,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,100.0,2050.0,5,2025-07-17,False
5197,TUBO COLAPSIBLE BLANCO 120ML C/TAPA,ENVIPLAST E.I.R.L.,1.8,1.8,0.0,0.0,0.0,25.0,2050.0,3,2025-08-12,False
5198,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,1.8,1.8,0.0,0.0,0.0,50.0,2050.0,2,2025-06-27,False
5199,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,2.2,2.2,0.0,0.0,0.0,50.0,2050.0,6,2025-08-23,False
5200,FRASCO PET BOLON 400ML TRANSPARENTE C/TAPA ESPRAY PISTOLA N28,ENVIPLAST E.I.R.L.,2.2,2.2,0.0,0.0,0.0,25.0,2050.0,1,2025-05-24,False
5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.59,0.59,0.0,0.0,0.0,200.0,4424.0,2,2026-01-01,False
5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.59,0.59,0.0,0.0,0.0,200.0,4424.0,2,2026-01-01,False
5205,LATA DE ALUMINIO PLATEADO 15GR C/TAPA,ENVIPLAST E.I.R.L.,1.3,1.3,0.0,0.0,0.0,50.0,2050.0,3,2025-08-15,False
5206,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.5,0.0,0.0,0.0,1000.0,2050.0,5,2026-04-04,False
5207,LATA DE ALUMINIO PLATEADA 30GR C/TAPA,ENVIPLAST E.I.R.L.,1.4,1.4,0.0,0.0,0.0,60.0,2050.0,3,2025-07-14,False
5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,ENVIPLAST E.I.R.L.,0.85,0.85,0.0,0.0,0.0,100.0,2050.0,3,2025-08-25,False
5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,ENVIPLAST E.I.R.L.,1.6,1.6,0.0,0.0,0.0,50.0,2050.0,1,2025-06-10,False
5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,ENVIPLAST E.I.R.L.,2.5,2.5,0.0,0.0,0.0,100.0,2050.0,4,2026-03-07,False
5213,FRASCO PET TRANSPARENTE ESPUMERO 200ML C/ TAPA,ESNA MEDIC INVERSIONES S.A.C.,2.9,2.9,0.0,0.0,0.0,50.0,3650.0,2,2025-10-07,False
5214,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,50.0,2050.0,1,2025-06-02,False
5215,LATA DE ALUMINIO NEGRO 15GR C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.5,0.0,0.0,0.0,25.0,2050.0,2,2025-06-20,False
5216,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,25.0,2050.0,1,2025-06-03,False
5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,100.0,2050.0,3,2025-06-23,False
5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.85,0.85,0.0,0.0,0.0,25.0,2050.0,1,2025-06-03,False
5221,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,2.0,2.0,0.0,0.0,0.0,50.0,4424.0,1,2025-11-06,False
5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,ENVIPLAST E.I.R.L.,0.82,0.82,0.0,0.0,0.0,100.0,2050.0,5,2025-09-01,False
5225,PLACA PETRI VIDRIO 90*15,CORPORACION PROMELAB E.I.R.L.,4.0,4.0,0.0,0.0,0.0,40.0,1250.0,7,2025-12-04,False
5227,TAPON BUTILO COLOR GRIS N20,ENVIPLAST E.I.R.L.,0.1,0.1,0.0,0.0,0.0,230.0,2050.0,3,2025-09-01,False
5229,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5230,BOMBA ATOMIZADORA ACANALADO N28 410 FUCSIA,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5231,BOMBA ATOMIZADORA ACANALADO 20 410 TRANSPARENTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5233,BOMBA ATOMIZADORA ACANALADO 20/410 CELESTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5234,BOMBA ATOMIZADORA ACANALADO N20 410 FUCSIA,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5236,BOMBA ATOMIZADORA ACANALADO N28 410 TRANSPARENTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5238,BOMBA ATOMIZADORA ACANALADO N28 410 CELESTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,0.0,0.0,0.0,200.0,2000.0,1,2025-06-10,False
5240,VIAL VIDRIO TRANSPARENTE ALTO 15ML B20,ENVIPLAST E.I.R.L.,0.4,0.4,0.0,0.0,0.0,400.0,2050.0,3,2025-08-28,False
5241,VIAL VIDRIO TRANSPARENTE 30ML B20,ENVIPLAST E.I.R.L.,0.5,0.5,0.0,0.0,0.0,30.0,2050.0,1,2025-06-10,False
5242,VIAL VIDRIO TRANSPARENTE 50ML N20,ENVIPLAST E.I.R.L.,0.9,0.9,0.0,0.0,0.0,50.0,2050.0,3,2025-07-15,False
5243,VIAL VIDRIO TRANSPARENTE 100ML B20,ENVIPLAST E.I.R.L.,0.9,0.9,0.0,0.0,0.0,30.0,2050.0,1,2025-06-10,False
5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,ENVIPLAST E.I.R.L.,1.1,1.1,0.0,0.0,0.0,1000.0,2050.0,5,2026-03-26,False
5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.0,1.0,0.0,0.0,0.0,500.0,2050.0,6,2026-04-29,False
5247,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,0.8,0.8,0.0,0.0,0.0,26.0,2050.0,1,2025-06-09,False
5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,1.1,1.1,0.0,0.0,0.0,200.0,4424.0,3,2025-12-15,False
5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,ENVIPLAST E.I.R.L.,1.6,1.6,0.0,0.0,0.0,35.0,2050.0,1,2025-06-20,False
5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,ENVIPLAST E.I.R.L.,1.8,1.8,0.0,0.0,0.0,50.0,2050.0,1,2025-06-20,False
5254,POTE ACRILICO 5GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,0.9,0.9,0.0,0.0,0.0,200.0,2050.0,6,2025-09-04,False
5255,VASELINERO 7GR,ENVIPLAST E.I.R.L.,0.2,0.2,0.0,0.0,0.0,200.0,2050.0,8,2025-08-29,False
5256,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,2.8,2.8,0.0,0.0,0.0,50.0,2050.0,4,2026-04-17,False
5257,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,2.2,2.2,0.0,0.0,0.0,386.0,2050.0,2,2026-04-29,False
5258,PIPETAS PASTEUR ESTRILES 5ML (BLS100),CORPORACION PROMELAB E.I.R.L.,0.1,0.1,0.0,0.0,0.0,100.0,1250.0,1,2026-03-03,False
5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.3,1.3,0.0,0.0,0.0,50.0,2050.0,1,2025-06-23,False
5261,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,0.0,0.0,0.0,100.0,2050.0,1,2025-06-23,False
5262,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,0.0,0.0,0.0,200.0,2050.0,3,2026-04-29,False
5263,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,0.0,0.0,0.0,100.0,2050.0,1,2025-06-23,False
5267,ABRAZADERA PARA MATRAZ,CORPORACION PROMELAB E.I.R.L.,15.0,15.0,0.0,0.0,0.0,1.0,1250.0,1,2025-06-20,False
5268,DESECADOR 300MM,CORPORACION PROMELAB E.I.R.L.,320.0,320.0,0.0,0.0,0.0,1.0,1250.0,1,2025-06-10,False
5272,PROBADOR PLASTICO 10ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,1.3,1.3,0.0,0.0,0.0,50.0,2050.0,2,2025-08-23,False
5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.2,1.2,0.0,0.0,0.0,30.0,2050.0,1,2025-06-25,False
5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.5,1.5,0.0,0.0,0.0,50.0,2050.0,2,2026-02-28,False
5278,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.35,0.35,0.0,0.0,0.0,26.0,2050.0,1,2025-06-27,False
5280,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.31,0.31,0.0,0.0,0.0,26.0,2050.0,1,2025-06-27,False
