product_id,supplier_norm,product_name,supplier,unit_cost,avg_unit_cost,capacity_units,purchase_lines,last_purchase,supplier_capacity,delivery_days
5194,ESNA MEDIC INVERSIONES S A C,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,ESNA MEDIC INVERSIONES S.A.C.,0.8,0.8,150,1,2025-09-15,3650,1
5195,ENVIPLAST E I R L,TUBO COLAPSIBLE BLANCO 60ML C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.557143,100,7,2026-03-07,2050,1
5195,ESNA MEDIC INVERSIONES S A C,TUBO COLAPSIBLE BLANCO 60ML C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.5,1.5,100,2,2025-11-06,3650,1
5196,COMERCIAL FERRETERA SARASARA S A C,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.6,1.65,1080,2,2026-02-03,4424,3
5196,ENVIPLAST E I R L,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,ENVIPLAST E.I.R.L.,1.7,1.866667,25,3,2025-08-12,2050,1
5196,ESNA MEDIC INVERSIONES S A C,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.7,1.7,50,1,2025-10-07,3650,1
5197,COMERCIAL FERRETERA SARASARA S A C,TUBO COLAPSIBLE BLANCO 120ML C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.8,1.8,100,2,2026-02-23,4424,3
5197,ENVIPLAST E I R L,TUBO COLAPSIBLE BLANCO 120ML C/TAPA,ENVIPLAST E.I.R.L.,1.8,1.933333,25,3,2025-08-12,2050,1
5197,ESNA MEDIC INVERSIONES S A C,TUBO COLAPSIBLE BLANCO 120ML C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.8,1.8,50,1,2025-10-07,3650,1
5198,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.8,1.8,50,1,2025-12-06,4424,3
5198,ENVIPLAST E I R L,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,1.8,1.8,50,2,2025-06-27,2050,1
5199,COMERCIAL FERRETERA SARASARA S A C,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,COMERCIAL FERRETERA SARASARA S.A.C.,2.2,2.2,50,1,2026-01-30,4424,3
5199,ENVIPLAST E I R L,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,2.2,2.233333,50,6,2025-08-23,2050,1
5199,ESNA MEDIC INVERSIONES S A C,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,ESNA MEDIC INVERSIONES S.A.C.,2.2,2.2,50,1,2025-10-07,3650,1
5200,ENVIPLAST E I R L,FRASCO PET BOLON 400ML TRANSPARENTE C/TAPA ESPRAY PISTOLA N28,ENVIPLAST E.I.R.L.,2.2,2.2,25,1,2025-05-24,2050,1
5201,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 20ML B20 C/TAPON BUTILO GRIS N20,ENVIPLAST E.I.R.L.,0.6,0.65,50,2,2026-03-21,2050,1
5202,COMERCIAL FERRETERA SARASARA S A C,FRASCO ROLL-ON PAVONADO 10ML C/TAPON Y TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.2,100,1,2025-11-06,4424,3
5202,ENVIPLAST E I R L,FRASCO ROLL-ON PAVONADO 10ML C/TAPON Y TAPA,ENVIPLAST E.I.R.L.,0.1,0.833333,50,3,2025-07-16,2050,1
5202,ESNA MEDIC INVERSIONES S A C,FRASCO ROLL-ON PAVONADO 10ML C/TAPON Y TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.2,1.2,100,2,2025-11-11,3650,1
5203,COMERCIAL FERRETERA SARASARA S A C,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.59,0.59,200,2,2026-01-01,4424,3
5203,ENVIPLAST E I R L,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,ENVIPLAST E.I.R.L.,0.59,0.59,100,2,2025-09-05,2050,1
5204,COMERCIAL FERRETERA SARASARA S A C,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,0.59,0.59,200,2,2026-01-01,4424,3
5204,ENVIPLAST E I R L,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,ENVIPLAST E.I.R.L.,0.59,0.59,100,2,2025-09-05,2050,1
5204,ESNA MEDIC INVERSIONES S A C,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,0.59,0.59,200,1,2025-10-04,3650,1
5205,COMERCIAL FERRETERA SARASARA S A C,LATA DE ALUMINIO PLATEADO 15GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.3,1.3,100,1,2025-12-02,4424,3
5205,ENVIPLAST E I R L,LATA DE ALUMINIO PLATEADO 15GR C/TAPA,ENVIPLAST E.I.R.L.,1.3,1.3,50,3,2025-08-15,2050,1
5206,COMERCIAL FERRETERA SARASARA S A C,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.5,1.5,50,3,2026-02-03,4424,3
5206,ENVIPLAST E I R L,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.5,1000,5,2026-04-04,2050,1
5207,ENVIPLAST E I R L,LATA DE ALUMINIO PLATEADA 30GR C/TAPA,ENVIPLAST E.I.R.L.,1.4,1.4,60,3,2025-07-14,2050,1
5208,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,ENVIPLAST E.I.R.L.,0.85,0.85,100,3,2025-08-25,2050,1
5209,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,ENVIPLAST E.I.R.L.,1.6,1.6,50,1,2025-06-10,2050,1
5211,CORPORACION PROMELAB E I R L,PROBETA VIDRIO TRANSPARENTE 250ML,CORPORACION PROMELAB E.I.R.L.,20.0,20.0,7,2,2025-08-14,1250,1
5211,IMPORTADORA ANDINA E I R L,PROBETA VIDRIO TRANSPARENTE 250ML,IMPORTADORA ANDINA E.I.R.L,17.6,17.6,4,1,2025-09-17,66,1
5211,MATRAZ PERU E I R L,PROBETA VIDRIO TRANSPARENTE 250ML,MATRAZ PERU E.I.R.L.,14.7,14.7,30,1,2025-11-29,1697,1
5212,COMERCIAL FERRETERA SARASARA S A C,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,2.5,2.5,100,1,2026-02-23,4424,3
5212,ENVIPLAST E I R L,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,ENVIPLAST E.I.R.L.,2.5,2.65,100,4,2026-03-07,2050,1
5212,ESNA MEDIC INVERSIONES S A C,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,2.5,2.5,50,1,2025-11-06,3650,1
5213,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE ESPUMERO 200ML C/ TAPA,ENVIPLAST E.I.R.L.,2.9,2.9,25,1,2025-06-02,2050,1
5213,ESNA MEDIC INVERSIONES S A C,FRASCO PET TRANSPARENTE ESPUMERO 200ML C/ TAPA,ESNA MEDIC INVERSIONES S.A.C.,2.9,2.9,50,2,2025-10-07,3650,1
5214,ENVIPLAST E I R L,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.2,1.2,50,1,2025-06-02,2050,1
5215,ENVIPLAST E I R L,LATA DE ALUMINIO NEGRO 15GR C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.5,25,2,2025-06-20,2050,1
5216,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.8,0.8,25,1,2025-06-03,2050,1
5217,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,0.8,0.8,100,3,2025-06-23,2050,1
5218,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.85,0.85,25,1,2025-06-03,2050,1
5219,ENVIPLAST E I R L,LATA DE ALUMINIO NEGRO 30GR C/TAPA,ENVIPLAST E.I.R.L.,1.5,1.55,50,2,2026-03-10,2050,1
5220,ENVIPLAST E I R L,LATA DE ALUMINIO NEGRO 50GR C/TAPA,ENVIPLAST E.I.R.L.,1.6,1.65,50,2,2026-03-10,2050,1
5221,COMERCIAL FERRETERA SARASARA S A C,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,2.0,2.0,50,1,2025-11-06,4424,3
5221,ENVIPLAST E I R L,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,ENVIPLAST E.I.R.L.,2.0,2.0,25,1,2025-06-03,2050,1
5221,ESNA MEDIC INVERSIONES S A C,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,2.0,2.0,50,1,2025-11-06,3650,1
5222,COMERCIAL FERRETERA SARASARA S A C,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,COMERCIAL FERRETERA SARASARA S.A.C.,0.82,0.82,150,1,2025-12-03,4424,3
5222,ENVIPLAST E I R L,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,ENVIPLAST E.I.R.L.,0.82,0.82,100,5,2025-09-01,2050,1
5222,ESNA MEDIC INVERSIONES S A C,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,ESNA MEDIC INVERSIONES S.A.C.,0.82,0.82,200,2,2025-10-27,3650,1
5224,MATRAZ PERU E I R L,VASO VIDRIO BORO GRADUADO 2LT,MATRAZ PERU E.I.R.L.,22.0,22.125,6,2,2025-08-29,1697,1
5225,BIO CHEMICALSS S A C,PLACA PETRI VIDRIO 90*15,BIO CHEMICALSS S.A.C.,4.0,4.0,10,1,2025-05-29,500,1
5225,CORPORACION PROMELAB E I R L,PLACA PETRI VIDRIO 90*15,CORPORACION PROMELAB E.I.R.L.,4.0,4.0,40,7,2025-12-04,1250,1
5225,IMPORTADORA ANDINA E I R L,PLACA PETRI VIDRIO 90*15,IMPORTADORA ANDINA E.I.R.L,4.8,4.8,20,1,2025-09-02,66,1
5227,COMERCIAL FERRETERA SARASARA S A C,TAPON BUTILO COLOR GRIS N20,COMERCIAL FERRETERA SARASARA S.A.C.,0.1,0.1,300,2,2025-12-15,4424,3
5227,ENVIPLAST E I R L,TAPON BUTILO COLOR GRIS N20,ENVIPLAST E.I.R.L.,0.1,0.1,230,3,2025-09-01,2050,1
5227,ESNA MEDIC INVERSIONES S A C,TAPON BUTILO COLOR GRIS N20,ESNA MEDIC INVERSIONES S.A.C.,0.1,0.1,60,1,2025-11-19,3650,1
5228,COMERCIAL FERRETERA SARASARA S A C,CON TAPA CORCHO N4VIAL VIDRIO TRANSPARENTE 7ML B20 C/TAPA BUTILO COLOR GRIS,COMERCIAL FERRETERA SARASARA S.A.C.,0.766667,0.766667,150,1,2025-12-27,4424,3
5228,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 7ML B20 C/TAPA BUTILO COLOR GRIS,ENVIPLAST E.I.R.L.,0.35,0.35,50,2,2025-06-10,2050,1
5229,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,200,1,2025-06-10,2000,3
5230,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 FUCSIA,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,200,1,2025-06-10,2000,3
5231,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20 410 TRANSPARENTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,200,1,2025-06-10,2000,3
5232,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20/410 NEGRO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.25,0.26233,500,2,2026-02-10,2000,3
5233,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20/410 CELESTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,200,1,2025-06-10,2000,3
5234,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N20 410 FUCSIA,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.27466,0.27466,200,1,2025-06-10,2000,3
5235,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.31375,0.336458,1200,2,2026-03-04,2000,3
5236,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 TRANSPARENTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,200,1,2025-06-10,2000,3
5237,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.3271,0.343135,1000,2,2026-02-10,2000,3
5238,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 CELESTE,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.35917,0.35917,200,1,2025-06-10,2000,3
5239,COMERCIAL FERRETERA SARASARA S A C,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,COMERCIAL FERRETERA SARASARA S.A.C.,0.35,0.39,150,5,2026-01-28,4424,3
5239,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,ENVIPLAST E.I.R.L.,0.35,0.4,100,4,2026-03-21,2050,1
5239,ESNA MEDIC INVERSIONES S A C,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,ESNA MEDIC INVERSIONES S.A.C.,0.35,0.4,100,2,2025-11-29,3650,1
5240,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE ALTO 15ML B20,ENVIPLAST E.I.R.L.,0.4,0.4,400,3,2025-08-28,2050,1
5241,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 30ML B20,ENVIPLAST E.I.R.L.,0.5,0.5,30,1,2025-06-10,2050,1
5242,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 50ML N20,ENVIPLAST E.I.R.L.,0.9,0.9,50,3,2025-07-15,2050,1
5243,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 100ML B20,ENVIPLAST E.I.R.L.,0.9,0.9,30,1,2025-06-10,2050,1
5244,ENVIPLAST E I R L,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,ENVIPLAST E.I.R.L.,0.35,0.35,30,1,2025-06-10,2050,1
5244,ESNA MEDIC INVERSIONES S A C,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,ESNA MEDIC INVERSIONES S.A.C.,0.45,0.45,581,1,2025-11-01,3650,1
5245,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,COMERCIAL FERRETERA SARASARA S.A.C.,1.1,1.1,600,2,2026-01-14,4424,3
5245,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,ENVIPLAST E.I.R.L.,1.1,1.14,1000,5,2026-03-26,2050,1
5245,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,ESNA MEDIC INVERSIONES S.A.C.,1.1,1.1,1000,2,2025-11-11,3650,1
5246,COMERCIAL FERRETERA SARASARA S A C,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,COMERCIAL FERRETERA SARASARA S.A.C.,1.0,1.0,300,1,2026-01-30,4424,3
5246,ENVIPLAST E I R L,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.0,1.0,500,6,2026-04-29,2050,1
5247,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,0.8,0.8,26,1,2025-06-09,2050,1
5248,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,1.1,1.1,200,3,2025-12-15,4424,3
5248,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.1,1.1,26,1,2025-06-11,2050,1
5249,ENVIPLAST E I R L,SOLO MINI TRIGGER NEGRO B28,ENVIPLAST E.I.R.L.,0.9,0.9,55,2,2025-07-09,2050,1
5249,ESNA MEDIC INVERSIONES S A C,SOLO MINI TRIGGER NEGRO B28,ESNA MEDIC INVERSIONES S.A.C.,0.9,0.9,100,1,2025-10-27,3650,1
5249,INVERSIONES AGO S A C,SOLO MINI TRIGGER NEGRO B28,INVERSIONES AGO S.A.C.,0.58,0.593333,1000,3,2026-01-08,6084,1
5249,VIPLASTIC S A C,SOLO MINI TRIGGER NEGRO B28,VIPLASTIC S.A.C.,1.5,1.5,50,1,2025-06-16,250,2
5250,CORPORACION PROMELAB E I R L,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,0.25,0.2875,500,4,2026-01-22,1250,1
5252,ENVIPLAST E I R L,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,ENVIPLAST E.I.R.L.,1.6,1.6,35,1,2025-06-20,2050,1
5252,ESNA MEDIC INVERSIONES S A C,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,ESNA MEDIC INVERSIONES S.A.C.,1.6,1.6,50,1,2025-11-11,3650,1
5253,ENVIPLAST E I R L,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,ENVIPLAST E.I.R.L.,1.8,1.8,50,1,2025-06-20,2050,1
5254,COMERCIAL FERRETERA SARASARA S A C,POTE ACRILICO 5GR C/TAPA ROSCA,COMERCIAL FERRETERA SARASARA S.A.C.,0.9,0.9,200,1,2026-02-13,4424,3
5254,ENVIPLAST E I R L,POTE ACRILICO 5GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,0.9,0.9,200,6,2025-09-04,2050,1
5254,ESNA MEDIC INVERSIONES S A C,POTE ACRILICO 5GR C/TAPA ROSCA,ESNA MEDIC INVERSIONES S.A.C.,0.9,0.9,500,1,2025-09-15,3650,1
5255,COMERCIAL FERRETERA SARASARA S A C,VASELINERO 7GR,COMERCIAL FERRETERA SARASARA S.A.C.,0.2,0.2,100,1,2026-02-03,4424,3
5255,ENVIPLAST E I R L,VASELINERO 7GR,ENVIPLAST E.I.R.L.,0.2,0.2,200,8,2025-08-29,2050,1
5255,ESNA MEDIC INVERSIONES S A C,VASELINERO 7GR,ESNA MEDIC INVERSIONES S.A.C.,0.2,0.2,550,2,2025-11-06,3650,1
5255,VIPLASTIC S A C,VASELINERO 7GR,VIPLASTIC S.A.C.,0.2,0.2,50,1,2025-07-11,250,2
5256,ENVIPLAST E I R L,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,2.8,2.8,50,4,2026-04-17,2050,1
5257,COMERCIAL FERRETERA SARASARA S A C,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,COMERCIAL FERRETERA SARASARA S.A.C.,2.2,2.2,100,1,2026-01-01,4424,3
5257,ENVIPLAST E I R L,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,2.2,2.2,386,2,2026-04-29,2050,1
5258,CORPORACION PROMELAB E I R L,PIPETAS PASTEUR ESTRILES 5ML (BLS100),CORPORACION PROMELAB E.I.R.L.,0.1,0.1,100,1,2026-03-03,1250,1
5259,CORPORACION PROMELAB E I R L,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0,CORPORACION PROMELAB E.I.R.L.,9.0,9.6,8,5,2026-02-21,1250,1
5260,ENVIPLAST E I R L,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.3,1.3,50,1,2025-06-23,2050,1
5261,ENVIPLAST E I R L,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,100,1,2025-06-23,2050,1
5262,ENVIPLAST E I R L,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,200,3,2026-04-29,2050,1
5263,ENVIPLAST E I R L,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,0.3,0.3,100,1,2025-06-23,2050,1
5264,CORPORACION PROMELAB E I R L,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML,CORPORACION PROMELAB E.I.R.L.,7.0,7.833333,12,3,2025-10-25,1250,1
5265,CORPORACION PROMELAB E I R L,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS,CORPORACION PROMELAB E.I.R.L.,4.0,5.285714,5,7,2026-04-17,1250,1
5266,CORPORACION PROMELAB E I R L,ABRAZADERA CRUZADA DE LABORATORIO (DOBLE NUEZ),CORPORACION PROMELAB E.I.R.L.,14.0,14.0,1,1,2025-06-20,1250,1
5266,MATRAZ PERU E I R L,ABRAZADERA CRUZADA DE LABORATORIO (DOBLE NUEZ),MATRAZ PERU E.I.R.L.,15.0,15.0,1,1,2025-06-24,1697,1
5267,CORPORACION PROMELAB E I R L,ABRAZADERA PARA MATRAZ,CORPORACION PROMELAB E.I.R.L.,15.0,15.0,1,1,2025-06-20,1250,1
5267,MATRAZ PERU E I R L,ABRAZADERA PARA MATRAZ,MATRAZ PERU E.I.R.L.,15.0,15.0,1,1,2025-06-24,1697,1
5268,CORPORACION PROMELAB E I R L,DESECADOR 300MM,CORPORACION PROMELAB E.I.R.L.,320.0,320.0,1,1,2025-06-10,1250,1
5269,CORPORACION PROMELAB E I R L,TERMOMETRO DIGITAL DE VASTAGO PARA COCINA DE 30CM,CORPORACION PROMELAB E.I.R.L.,14.0,14.5,5,2,2025-07-22,1250,1
5270,CORPORACION PROMELAB E I R L,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML,CORPORACION PROMELAB E.I.R.L.,13.0,15.333333,5,3,2026-04-25,1250,1
5272,COMERCIAL FERRETERA SARASARA S A C,PROBADOR PLASTICO 10ML ESPRAY COLORES,COMERCIAL FERRETERA SARASARA S.A.C.,1.3,1.3,50,1,2026-02-03,4424,3
5272,ENVIPLAST E I R L,PROBADOR PLASTICO 10ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,1.3,1.3,50,2,2025-08-23,2050,1
5273,ENVIPLAST E I R L,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.2,1.2,30,1,2025-06-25,2050,1
5274,ENVIPLAST E I R L,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.5,1.5,50,2,2026-02-28,2050,1
5275,ENVIPLAST E I R L,SOLO TAPA PRESS N28.,ENVIPLAST E.I.R.L.,0.8,0.8,100,1,2025-06-26,2050,1
5275,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SOLO TAPA PRESS N28.,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.24112,0.24112,500,1,2026-02-26,2000,3
5276,ENVIPLAST E I R L,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,ENVIPLAST E.I.R.L.,1.85,1.85,100,2,2025-08-25,2050,1
5276,VIPLASTIC S A C,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,VIPLASTIC S.A.C.,2.0,2.0,100,1,2026-02-28,250,2
5277,ENVIPLAST E I R L,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,ENVIPLAST E.I.R.L.,1.3,1.3,25,2,2025-08-23,2050,1
5277,MULTIGLASS PLASTIC E I R L,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,MULTIGLASS & PLASTIC E.I.R.L.,1.5,1.5,100,3,2026-03-19,2350,1
5277,VIPLASTIC S A C,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,VIPLASTIC S.A.C.,1.6,1.6,175,1,2025-09-10,250,2
5278,ENVIPLAST E I R L,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.35,0.35,26,1,2025-06-27,2050,1
5278,ESNA MEDIC INVERSIONES S A C,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20,ESNA MEDIC INVERSIONES S.A.C.,0.35,0.35,50,1,2025-11-11,3650,1
5279,ENVIPLAST E I R L,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.32,0.325,1500,2,2026-04-11,2050,1
5279,ESNA MEDIC INVERSIONES S A C,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20,ESNA MEDIC INVERSIONES S.A.C.,0.32,0.32,50,1,2025-11-11,3650,1
5280,ENVIPLAST E I R L,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.31,0.31,26,1,2025-06-27,2050,1
5280,ESNA MEDIC INVERSIONES S A C,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,ESNA MEDIC INVERSIONES S.A.C.,0.31,0.31,50,1,2025-11-11,3650,1
5281,COMERCIAL FERRETERA SARASARA S A C,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,COMERCIAL FERRETERA SARASARA S.A.C.,0.9,0.9,100,4,2026-02-03,4424,3
5281,ENVIPLAST E I R L,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,0.9,0.9,100,3,2026-04-13,2050,1
